#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Leishmania braziliensis MHOM/BR/75/M2904	420245	PRJEA18663	18663	Protists	Kinetoplasts	32.0688	57.7282	GCA_000002845.2	chromosome 1:NC_009294.2/FR798975.1; chromosome 2:NC_009295.2/FR798976.1; chromosome 3:NC_009296.2/FR798977.1; chromosome 4:NC_009297.2/FR798978.1; chromosome 5:NC_009298.2/FR798979.1; chromosome 6:NC_009276.2/FR798980.1; chromosome 7:NC_009299.2/FR798981.1; chromosome 8:NC_009300.2/FR798982.1; chromosome 9:NC_009301.2/FR798983.1; chromosome 10:NC_009302.2/FR798984.1; chromosome 11:NC_009303.2/FR798985.1; chromosome 12:NC_009304.2/FR798986.1; chromosome 13:NC_009305.2/FR798987.1; chromosome 14:NC_009306.2/FR798988.1; chromosome 15:NC_009307.2/FR798989.1; chromosome 16:NC_009308.2/FR798990.1; chromosome 17:NC_009309.2/FR798991.1; chromosome 18:NC_009310.2/FR798992.1; chromosome 19:NC_009311.2/FR798993.1; chromosome 21:NC_009313.2/FR798996.1; chromosome 22:NC_009314.2/FR798997.1; chromosome 23:NC_009315.2/FR798998.1; chromosome 24:NC_009316.2/FR798999.1; chromosome 25:NC_009317.2/FR799000.1; chromosome 26:NC_009318.2/FR799001.1; chromosome 27:NC_009319.2/FR799002.1; chromosome 28:NC_009320.2/FR799003.1; chromosome 29:NC_009321.2/FR799004.1; chromosome 30:NC_009322.2/FR799005.1; chromosome 31:NC_009323.2/FR799006.1; chromosome 32:NC_009324.2/FR799007.1; chromosome 33:NC_009325.2/FR799008.1; chromosome 35:NC_009326.2/FR799009.1; chromosome 36:NC_009327.2/FR799010.1	CADA01	138	8461	8160	2007/04/04	2015/03/21	Chromosome	The Sanger Institute	SAMEA2272271
Capsaspora owczarzaki ATCC 30864	595528	PRJNA20341	20341	Protists	Other Protists	27.9678	53.7	GCA_000151315.2	-	ACFS02	84	8793	8792	2009/08/05	2015/03/06	Scaffold	Broad Institute	SAMN02953747
Necator americanus	51031	PRJNA72135	72135	Animals	Roundworms	244.075	41.3	GCA_000507365.1	-	ANCG01	11864	19656	19153	2013/12/13	2014/08/06	Scaffold	The Genome Institute at Washington University	SAMN02953824
Dictyocaulus viviparus	29172	PRJNA72587	72587	Animals	Roundworms	160.964	35	GCA_000816705.1	-	AZAF01	7157	14482	14171	2015/01/07	2016/03/03	Scaffold	The Genome Institute	SAMN02873952
Oesophagostomum dentatum	61180	PRJNA72579	72579	Animals	Roundworms	443.017	42.8	GCA_000797555.1	-	JOOK01	64255	25633	25289	2014/12/05	2014/12/15	Scaffold	The Genome Institute	SAMN02866218
Ascogregarina taiwanensis	158379	PRJNA27765	27765	Protists	Apicomplexans	6.14941	49.7	GCA_000172235.1	-	ABJQ01	5379	-	-	2010/01/28	2014/08/06	Contig	University of Minnesota	SAMN02953717
Hemiselmis andersenii	464988	PRJNA27761	27761	Protists	Other Protists	0.632425	25.5344	GCA_000018645.1	chromosome 1:NC_009977.1/CP000881.1; chromosome 2:NC_009978.1/CP000882.1; chromosome 3:NC_009979.1/CP000883.1; mitochondrion MT:NC_010637.1/	-	4	599	515	2007/11/09	2008/07/15	Chromosome	Dalhousie University, Canada	-
Cryptosporidium muris RN66	441375	PRJNA19553	19553	Protists	Apicomplexans	9.24525	28.5	GCA_000006515.1	-	AAZY02	84	3981	3934	2007/05/09	2022/03/15	Scaffold	TIGR	SAMN02953683
Heterodera glycines	51029	PRJNA381081	381081	Animals	Roundworms	157.978	36.7744	GCA_004148225.2	chromosome 1:CP049709.1; chromosome 2:CP049705.1; chromosome 3:CP049707.1; chromosome 4:CP049708.1; chromosome 5:CP049712.1; chromosome 6:CP049710.1; chromosome 7:CP049711.1; chromosome 8:CP049706.1; chromosome 9:CP049713.1	-	9	-	-	2020/03/04	2021/07/20	Chromosome	Iowa State University	SAMN06669850
Acanthocheilonema viteae	6277	PRJEB1697	205644	Animals	Roundworms	77.3509	29.9	GCA_900537255.1	-	UPTC01	6796	10343	10138	2018/10/23	2018/10/23	Scaffold	Nematode and Neglected Genomics, IEB, University of Edinburgh	SAMEA1906332
Cavenderia fasciculata	261658	PRJNA40189	40189	Protists	Other Protists	31.0192	33.8	GCA_000203815.1	-	ADHC01	25	12363	12165	2011/04/07	2014/08/06	Scaffold	Leibniz Institute for Age Research - Fritz Lipmann Institute	SAMN02953769
Hyaloperonospora arabidopsidis Emoy2	559515	PRJNA30969	30969	Protists	Other Protists	78.3805	47.4	GCA_000173235.2	-	ABWE02	3108	-	-	2008/09/12	2014/08/06	Scaffold	Washington University Genome Sequencing Center	SAMN02953736
Wuchereria bancrofti	6293	PRJNA275548	275548	Animals	Roundworms	88.4163	28.8	GCA_005281725.1	-	SSBO01	705	-	-	2019/05/13	2019/05/13	Scaffold	Case Western Reserve University	SAMN10411877
Clonorchis sinensis	79923	PRJNA386618	386618	Animals	Flatworms	558.125	44.0632	GCA_003604175.2	chromosome 1:CM030369.1; chromosome 2:CM030370.1; chromosome 3:CM030371.1; chromosome 4:CM030372.1; chromosome 5:CM030373.1; chromosome 6:CM030374.1; chromosome 7:CM030375.1	NIRI02	78	13489	14408	2018/10/01	2021/04/12	Chromosome	The University of Melbourne	SAMN07109486
Loa loa	7209	PRJNA37757	37757	Animals	Roundworms	91.3658	31.6	GCA_000183805.3	-	ADBU02	5764	15040	15440	2010/02/03	2014/07/08	Scaffold	Broad Institute	SAMN00103043
Onchocerca volvulus	6282	PRJEB513	226660	Animals	Roundworms	96.3406	29.8	GCA_000499405.2	-	CBVM02	674	-	-	2013/11/05	2015/01/30	Scaffold	Wellcome Trust Sanger Institute, Wellcome Genome Campus	SAMEA3138812
Cryptomonas paramecium	2898	PRJNA51145	51145	Protists	Other Protists	0.564783	27.811	GCA_000194455.1	chromosome 1:NC_015329.1/CP002172.1; chromosome 2:NC_015330.1/CP002173.1; chromosome 3:NC_015331.1/CP002174.1; plastid Pltd:NC_013703.1/	-	4	634	548	2011/03/30	2011/04/22	Chromosome	Department of Biochemistry & Molecular Biology, Dalhousie University	-
Steinernema carpocapsae	34508	PRJNA202318	202318	Animals	Roundworms	84.5126	45.4505	GCA_000757645.3	chromosome X:CM016762.1	AZBU02	16	30825	36556	2014/09/24	2019/06/05	Chromosome	California Institute of Technology	SAMN03032171
Saprolegnia parasitica CBS 223.65	695850	PRJNA36583	36583	Protists	Other Protists	53.1316	57.5	GCA_000151545.2	-	ADCG02	1443	20432	20121	2010/02/04	2014/08/11	Scaffold	Broad Institute	SAMN02981252
Dictyostelium firmibasis	79012	PRJNA45875	45875	Protists	Other Protists	30.5597	27.8	GCA_000277485.1	-	AJWH01	997	-	-	2012/07/09	2014/08/04	Scaffold	BCM-HGSC	SAMN00009465
Dictyostelium citrinum	361072	PRJNA45877	45877	Protists	Other Protists	26.2518	30.3	GCA_000286055.1	-	AJWG01	1772	-	-	2012/08/08	2013/11/14	Scaffold	BCM-HGSC	SAMN00009454
Dictyostelium intermedium	361076	PRJNA45879	45879	Protists	Other Protists	30.5295	27.2	GCA_000277465.1	-	AJWI01	3111	-	-	2012/07/09	2014/08/04	Scaffold	BCM-HGSC	SAMN00009523
Polysphondylium violaceum	133409	PRJNA45881	45881	Protists	Other Protists	25.7234	31.8	GCA_000277445.1	-	AJWJ01	1228	10596	10622	2012/07/09	2020/02/11	Contig	BCM-HGSC	SAMN00009515
Astrammina rara	46078	PRJNA47149	47149	Protists	Other Protists	1.45009	42	GCA_000211355.2	-	ADNL01	3231	-	-	2011/04/27	2014/08/06	Scaffold	Wadsworth Center, NYSDOH	SAMN02953772
Thecamonas trahens ATCC 50062	461836	PRJNA37929	37929	Protists	Other Protists	28.6806	63.6	GCA_000142905.1	-	ADVD01	131	10657	10626	2010/06/03	2015/07/28	Scaffold	Broad Institute	SAMN02953775
Caenorhabditis angaria	860376	PRJEB54634	858379	Animals	Roundworms	71.3724	33.7	GCA_947459285.1	-	CANHGI01	6	19429	19424	2022/11/30	2022/12/01	Scaffold	university of tokyo	SAMD00496921
Dictyostelium purpureum	5786	PRJNA30991	30991	Protists	Other Protists	32.9672	24.5	GCA_000190715.1	-	ADID01	799	12403	12399	2011/03/01	2014/08/01	Scaffold	US DOE Joint Genome Institute (JGI-PGF)	SAMN02744064
Gregarina niphandrodes	110365	PRJNA59799	59799	Protists	Apicomplexans	14.0091	53.5	GCA_000223845.4	-	AFNH02	469	6606	6375	2011/06/27	2022/03/15	Scaffold	J. Craig Venter Institute	SAMN01120375
Strongyloides ratti	34506	PRJEB125	253684	Animals	Roundworms	43.1502	21.5777	GCA_001040885.1	chromosome 1:NC_037307.1/LN609528.1; chromosome 2:NC_037308.1/LN609529.1; chromosome X:NC_037309.1/LN609530.1	-	135	12446	12445	2014/09/18	2018/04/10	Chromosome	European Bioinformatics Institute	SAMEA1682816
Leishmania donovani	5661	PRJEA61817	61817	Protists	Kinetoplasts	32.445	59.1146	GCA_000227135.2	chromosome 1:NC_018228.1/FR799588.2; chromosome 2:NC_018229.1/FR799589.2; chromosome 3:NC_018230.1/FR799590.1; chromosome 4:NC_018231.1/FR799591.2; chromosome 5:NC_018232.1/FR799592.1; chromosome 6:NC_018233.1/FR799593.1; chromosome 7:NC_018234.1/FR799594.1; chromosome 8:NC_018235.1/FR799595.2; chromosome 9:NC_018236.1/FR799596.2; chromosome 10:NC_018237.1/FR799597.2; chromosome 11:NC_018238.1/FR799598.2; chromosome 12:NC_018239.1/FR799599.2; chromosome 13:NC_018240.1/FR799600.2; chromosome 14:NC_018241.1/FR799601.2; chromosome 15:NC_018242.1/FR799602.2; chromosome 16:NC_018243.1/FR799603.2; chromosome 17:NC_018244.1/FR799604.2; chromosome 18:NC_018245.1/FR799605.2; chromosome 19:NC_018246.1/FR799606.2; chromosome 20:NC_018247.1/FR799607.2; chromosome 21:NC_018248.1/FR799608.1; chromosome 22:NC_018249.1/FR799609.2; chromosome 23:NC_018250.1/FR799610.2; chromosome 24:NC_018251.1/FR799611.1; chromosome 25:NC_018252.1/FR799612.2; chromosome 26:NC_018253.1/FR799613.2; chromosome 27:NC_018254.1/FR799614.1; chromosome 28:NC_018255.1/FR799615.2; chromosome 29:NC_018256.1/FR799616.2; chromosome 30:NC_018257.1/FR799617.2; chromosome 31:NC_018258.1/FR799618.2; chromosome 32:NC_018259.1/FR799619.2; chromosome 33:NC_018260.1/FR799620.2; chromosome 34:NC_018261.1/FR799621.2; chromosome 35:NC_018262.1/FR799622.2; chromosome 36:NC_018263.1/FR799623.2	-	36	8123	8014	2011/02/07	2018/03/30	Chromosome	Wellcome Trust Sanger Institute	SAMEA2271930
Phytophthora cinnamomi	4785	PRJNA675400	675400	Protists	Other Protists	109.702	54	GCA_018691715.1	-	JAFJYM01	133	19981	21334	2021/06/03	2021/06/03	Scaffold	University of Pretoria	SAMN16706909
Cafeteria roenbergensis	33653	PRJNA552725	552725	Protists	Other Protists	36.327	70.0482	GCA_008330645.1	mitochondrion MT:CM017891.1	VLTN01	170	8549	8591	2019/09/09	2019/09/09	Contig	Max Planck Institute for Medical Research	SAMN12216698
Hymenolepis diminuta	6216	PRJEB30942	523161	Animals	Flatworms	177.348	33.4	GCA_900708905.1	-	CAADRB01	719	-	-	2019/03/14	2019/03/14	Scaffold	UNIVERSITY OF WARMIA AND MAZURY	SAMEA5245231
Taenia asiatica	60517	PRJNA299871	299871	Animals	Flatworms	168.679	42.1	GCA_001693035.2	-	LWMJ02	6900	-	-	2016/07/24	2016/09/02	Scaffold	Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences	SAMN04230713
Leishmania tarentolae	5689	PRJDB8419	592462	Protists	Kinetoplasts	35.4165	57.4	GCA_009731335.1	-	BLBS01	179	8703	8703	2019/11/27	2019/11/28	Contig	Laboratory of Molecular Immunology, Department of Animal Resource Sciences, Graduate School of Agricultural and Life Sciences, The University of Tokyo	SAMD00191432
Schistosoma spindale	6189	PRJEB44434	879007	Animals	Flatworms	390.102	34.8094	GCA_946903255.1	chromosome 1:OX336420.1; chromosome 2:OX336424.1; chromosome 3:OX336418.1; chromosome 4:OX336417.1; chromosome 5:OX336419.1; chromosome 6:OX336421.1; chromosome 7:OX336423.1; chromosome Z:OX336416.1; mitochondrion MIT:OX336422.1	CAMPQF01	113	9330	14516	2022/09/18	2022/09/21	Chromosome	WELLCOME SANGER INSTITUTE	SAMEA110148357
Anisakis simplex	6269	PRJEB496	261572	Animals	Roundworms	126.87	35.6	GCA_900617985.1	-	UYRR01	42005	20971	20971	2018/11/28	2018/11/28	Scaffold	Wellcome Trust Sanger Institute, Wellcome Genome Campus	SAMEA1529932
Gyrodactylus salaris	37629	PRJNA244375	244375	Animals	Flatworms	67.3807	33.9	GCA_000715275.1	-	JJOG01	6075	-	-	2014/06/27	2014/07/30	Scaffold	Natural History Museum, University of Oslo	SAMN02726097
Dibothriocephalus latus	60516	PRJEB1206	261616	Animals	Flatworms	531.434	-	GCA_900617775.1	-	UYRU01	140294	-	-	2018/11/28	2018/11/28	Scaffold	Wellcome Trust Sanger Institute, Wellcome Genome Campus	SAMEA1463519
Echinococcus oligarthrus	6212	PRJEB31222	532368	Animals	Flatworms	105.959	39	GCA_900683695.1	-	CABFON01	74513	-	-	2019/06/13	2019/06/13	Contig	IMPAM-UBA-CONICET	SAMEA5334011
Toxocara canis	6265	PRJNA248777	248777	Animals	Roundworms	317.116	40.4	GCA_000803305.1	-	JPKZ01	22857	18596	18596	2014/12/18	2015/03/11	Scaffold	University of Melbourne	SAMN02905866
Spirometra erinaceieuropaei	99802	PRJEB35375	659683	Animals	Flatworms	796.029	40.7	GCA_902702965.1	-	CACRXP01	5723	28098	27676	2020/09/01	2020/09/01	Scaffold	University of Miyazaki	SAMEA6224979
Echinococcus canadensis	519352	PRJEB8992	324046	Animals	Flatworms	115.025	-	GCA_900004735.1	-	CVKT01	9330	-	-	2016/05/28	2016/05/28	Scaffold	IMPAM-UBA-CONICET	SAMEA3321244
Opisthorchis felineus	147828	PRJNA413383	413383	Animals	Flatworms	679.246	39.4	GCA_004794785.1	-	SJOL01	13306	11427	20867	2019/04/15	2019/06/07	Scaffold	Institute of Cytology and Genetics SB RAS	SAMN07740813
Enterobius vermicularis	51028	PRJEB503	261578	Animals	Roundworms	150.051	31.3	GCA_900576705.1	-	UXUI01	19832	12887	12844	2018/11/20	2018/11/20	Scaffold	Wellcome Trust Sanger Institute, Wellcome Genome Campus	SAMEA1979798
Plasmodium fragile	5857	PRJNA67411	67411	Protists	Apicomplexans	25.9145	42.1	GCA_000956335.1	-	JOOM01	248	5743	5671	2014/06/25	2022/05/27	Scaffold	Broad Institute	SAMN00013493
Angiostrongylus costaricensis	334426	PRJEB494	261571	Animals	Roundworms	262.783	41.1	GCA_900624975.1	-	UYYA01	6384	13416	13364	2018/11/28	2018/11/28	Scaffold	Wellcome Trust Sanger Institute, Wellcome Genome Campus	SAMEA1463533
Radopholus similis	46012	PRJNA541590	541590	Animals	Roundworms	50.5492	47.1	GCA_013357305.1	-	VAHH01	5192	-	-	2020/06/16	2020/06/16	Scaffold	Oregon State University	SAMN11597879
Strongylus vulgaris	40348	PRJEB531	261604	Animals	Roundworms	291.096	-	GCA_900624965.1	-	UYYB01	167310	-	-	2018/11/28	2018/11/28	Scaffold	Wellcome Trust Sanger Institute, Wellcome Genome Campus	SAMEA1529933
Taenia pisiformis	85432	PRJNA779849	779849	Animals	Flatworms	211.456	45.2268	GCA_023968675.1	chromosome 1:CM043730.1; chromosome 2:CM043731.1; chromosome 3:CM043732.1; chromosome 4:CM043733.1; chromosome 5:CM043734.1; chromosome 6:CM043735.1; chromosome 7:CM043736.1; chromosome 8:CM043737.1; chromosome 9:CM043738.1; chromosome 10:CM043739.1	JAJOLY01	89	-	-	2022/06/22	2022/06/22	Chromosome	Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Sciences	SAMN23076879
Paramecium caudatum	5885	PRJNA246569	246569	Protists	Other Protists	30.4809	28.6	GCA_000715435.1	-	JMSD01	777	-	-	2014/06/30	2014/08/21	Scaffold	Indiana University	SAMN02768576
Setaria digitata	48799	PRJNA479729	479729	Animals	Roundworms	78.7701	31.4	GCA_003640385.1	-	RCAB01	1879	-	-	2018/10/12	2018/10/12	Scaffold	University of Colombo	SAMN09603473
Hydatigera taeniaeformis	6205	PRJEB534	261607	Animals	Flatworms	103.665	41.7	GCA_900622495.1	-	UYWX01	30091	11639	11598	2018/11/28	2018/11/28	Scaffold	Wellcome Trust Sanger Institute, Wellcome Genome Campus	SAMEA2034687
Baylisascaris ailuri	941948	PRJNA612650	612650	Animals	Roundworms	263.907	35.8	GCA_022845575.1	-	JAAVTS01	30365	-	-	2022/04/08	2022/04/08	Scaffold	Institute of Zoology, Chinese Academy of Sciences	SAMN14379711
Baylisascaris schroederi	522413	PRJNA378298	378298	Animals	Roundworms	234.538	37	GCA_006503575.1	-	QEWY01	4197	-	-	2019/06/28	2019/06/28	Scaffold	Beijing Institute of Genomics	SAMN06484440
Schistosoma haematobium	6185	PRJNA273970	273970	Animals	Flatworms	400.272	35.1397	GCA_000699445.3	chromosome ZW:NC_067195.1/CM039142.1; chromosome 1:NC_067196.1/CM039143.1; chromosome 2:NC_067197.1/CM039144.1; chromosome 3:NC_067198.1/CM039145.1; chromosome 4:NC_067199.1/CM039146.1; chromosome 5:NC_067200.1/CM039147.1; chromosome 6:NC_067201.1/CM039148.1; chromosome 7:NC_067202.1/CM039149.1	AMPZ03	163	9428	14696	2014/06/09	2022/02/16	Chromosome	NCBI	SAMN11431408
Echinococcus granulosus	6210	PRJNA182977	182977	Animals	Flatworms	110.838	41.8	GCA_000524195.1	-	APAU02	957	11319	11319	2013/07/23	2014/05/09	Scaffold	NCBI	SAMN01914755
Plasmodium gallinaceum	5849	PRJEB9073	353796	Protists	Apicomplexans	25.034	19.2991	GCA_900005855.1	mitochondrion MIT:LN835294.1; mitochondrion MT:NC_008288.1/; apicoplast API:NC_031963.1/LN835293.1	CVMV01	154	5453	5283	2016/11/16	2016/11/16	Scaffold	WELLCOME SANGER INSTITUTE	SAMEA2074505
Vermamoeba vermiformis	5778	PRJNA720556	720556	Protists	Other Protists	39.5255	42.4815	GCA_020696425.1	mitochondrion MT:CM036233.1	JAGUQM01	150	-	-	2021/11/01	2021/11/01	Scaffold	CNRS	SAMN18713934
Tetrahymena malaccensis 436	1075772	PRJNA51577	51577	Protists	Other Protists	106.672	23.2	GCA_000231845.2	-	AFXY02	554	-	-	2011/10/24	2014/08/06	Scaffold	Broad Institute	SAMN02953799
Proteromonas lacertae	42746	PRJNA386230	386230	Protists	Other Protists	52.2486	26.9	GCA_002245135.1	-	NGBS01	1448	-	-	2017/08/09	2017/08/09	Contig	University of Liverpool	SAMN06926116
Dirofilaria immitis	6287	PRJNA723804	723804	Animals	Roundworms	86.8138	27.7	GCA_024305405.1	-	JAKNDB01	110	9820	9741	2022/07/18	2022/07/18	Contig	University of Malaga	SAMN22261753
Taenia saginata	6206	PRJNA71493	71493	Animals	Flatworms	169.104	42.5	GCA_001693075.2	-	LWMK02	3626	-	-	2016/07/24	2016/10/23	Scaffold	Beijing Institute of Genomics, Chinese Academy of Science	SAMN04230930
Teladorsagia circumcincta	45464	PRJNA72569	72569	Animals	Roundworms	700.607	45.3	GCA_002352805.1	-	LUHK01	81730	26240	25532	2017/09/20	2017/11/14	Scaffold	The Genome Institute	SAMN02780891
Dracunculus medinensis	318479	PRJEB500	261576	Animals	Roundworms	103.751	30.2	GCA_900625125.1	-	UYYG01	1347	10916	10879	2018/11/28	2018/11/28	Scaffold	Wellcome Trust Sanger Institute, Wellcome Genome Campus	SAMEA1034745
Tetrahymena borealis	5893	PRJNA51575	51575	Protists	Other Protists	93.5061	24.3	GCA_000260095.1	-	AHAN01	325	-	-	2012/04/27	2013/11/01	Scaffold	Broad Institute	SAMN00727833
Tetrahymena elliotti 4EA	1075773	PRJNA51573	51573	Protists	Other Protists	90.8376	23.5	GCA_000231825.2	-	AFXF02	331	-	-	2011/10/24	2014/08/06	Scaffold	Broad Institute	SAMN02953798
Trypanosoma congolense	5692	PRJNA387239	387239	Protists	Kinetoplasts	41.2334	47.4	GCA_002287245.1	-	NHOR01	536	-	-	2017/09/06	2017/09/06	Contig	Institute of infection and global health	SAMN07142734
Trypanosoma vivax	5699	PRJNA515620	515620	Protists	Kinetoplasts	67.8239	53.6	GCA_021307395.1	-	SOPI01	773	17806	17806	2021/12/28	2021/12/28	Contig	Centre for Genomic Research	SAMN10762691
Sarcocystis neurona	42890	PRJNA258293	258293	Protists	Apicomplexans	124.405	51.4	GCA_000727475.1	-	JAQE01	871	-	-	2014/07/08	2014/07/15	Scaffold	NCBI	SAMN02903972
Meloidogyne arenaria	6304	PRJNA680876	680876	Animals	Roundworms	281.698	30.099	GCA_017562155.1	mitochondrion MT:CM029798.1	JAEEAS01	1431	-	-	2021/03/22	2021/03/24	Contig	RIKEN	SAMN16925608
Meloidogyne chitwoodi	59747	PRJNA666745	666745	Animals	Roundworms	47.4773	24.8	GCA_015183035.1	-	JACZZP01	30	-	-	2020/11/02	2020/11/02	Contig	Northwest Potato Research Consortium	SAMN16326666
Meloidogyne exigua	186942	PRJNA725818	725818	Animals	Roundworms	42.1011	25.6	GCA_018905775.1	-	JAGUQR01	206	-	-	2021/06/16	2021/06/16	Contig	Institut de recherche pour le developpement	SAMN18905899
Meloidogyne javanica	6303	PRJNA340324	340324	Animals	Roundworms	150.345	-	GCA_003693625.1	-	RCFK01	34316	-	-	2018/10/29	2018/10/29	Scaffold	University of Hull	SAMN05712519
Isochrysis galbana	37099	PRJNA669236	669236	Protists	Other Protists	92.7337	58.4318	GCA_018136815.1	chromosome 1:CM030931.1; chromosome 2:CM030932.1; chromosome 3:CM030933.1; chromosome 4:CM030934.1; chromosome 5:CM030935.1; chromosome 6:CM030936.1; chromosome 7:CM030937.1; chromosome 8:CM030938.1; chromosome 9:CM030939.1; chromosome 10:CM030940.1; chromosome 11:CM030941.1; chromosome 12:CM030942.1; chromosome 13:CM030943.1; chromosome 14:CM030944.1; chromosome 15:CM030945.1	JADDIW01	141	-	-	2021/04/23	2021/04/26	Chromosome	Fujian Normal University	SAMN16450216
Ancylostoma ceylanicum	53326	PRJNA259754	259754	Animals	Roundworms	313.093	43.5	GCA_000688135.1	-	JARK01	1736	36687	65583	2014/03/25	2016/05/09	Scaffold	NCBI	SAMN02585415
Entamoeba moshkovskii	41668	PRJNA407662	407662	Protists	Other Protists	25.2475	26.5	GCA_002914575.1	-	NWBR01	4607	-	-	2018/02/02	2018/02/02	Scaffold	University of Liverpool	SAMN07660612
Trypanosoma rangeli	5698	PRJNA544729	544729	Protists	Kinetoplasts	21.1573	51.9	GCA_003719475.1	-	MKGL01	1080	10582	10104	2018/11/08	2018/11/08	Scaffold	NCBI	SAMN04566061
Nippostrongylus brasiliensis	27835	PRJEB20824	388621	Animals	Roundworms	347.48	43.1	GCA_900200055.1	-	FZSS01	3578	-	-	2017/08/04	2017/08/05	Contig	Malaghan Institute of Medical Research	SAMEA104188563
Sphaeroforma arctica JP610	667725	PRJNA20463	20463	Protists	Other Protists	121.631	43.2	GCA_001186125.1	-	AEOD01	15619	18587	18730	2011/08/19	2015/07/29	Scaffold	Broad Institute	SAMN02953786
Plasmopara viticola	143451	PRJNA329579	329579	Protists	Other Protists	92.9378	44.8	GCA_001695595.3	-	MBPM02	358	-	-	2016/07/27	2020/02/06	Scaffold	INRA	SAMN05415085
Theileria equi strain WA	1537102	PRJNA38023	38023	Protists	Apicomplexans	11.6745	39.4681	GCA_000342415.1	chromosome 1:NC_021366.1/CP001669.1; chromosome 3:NC_021367.1/CP001670.1	ACOU01	12	5396	5327	2012/12/06	2014/08/20	Chromosome	J. Craig Venter Institute	SAMN02953758
Reticulomyxa filosa	46433	PRJNA29155	29155	Protists	Other Protists	101.867	35	GCA_000512085.1	-	ASPP01	50809	39965	39963	2013/12/30	2014/08/06	Contig	Leibniz Institute for Age Reseaerch Fritz Lipmann Institute	SAMN02953851
Pinguiococcus pyrenoidosus	172671	PRJNA517804	517804	Protists	Other Protists	32.0086	59.6	GCA_019677205.1	-	JAAMXY01	5120	-	-	2021/08/18	2021/08/18	Scaffold	New York University AbuDhabi, UAE	SAMN10845614
Rotylenchulus reniformis	239373	PRJNA214681	214681	Animals	Roundworms	313.576	17.4	GCA_001026735.1	mitochondrion MT:CM003310.1	LDKF01	100525	-	-	2015/06/10	2015/06/12	Scaffold	Mississippi State University	SAMN03702720
Crithidia mellificae	796356	PRJNA319526	319526	Protists	Kinetoplasts	49.9517	-	GCA_002216565.1	-	MDUD01	10059	-	-	2017/07/11	2017/07/11	Scaffold	University of Massachusetts	SAMN04893586
Nannochloropsis limnetica	120807	PRJNA65105	65105	Protists	Other Protists	33.5089	55.4	GCA_001614225.1	-	AFGL01	23791	-	-	2016/04/08	2016/04/08	Contig	Qingdao Institute of Bioenergy and Bioprocess Technology, Chinese Academy of Sciences	SAMN04613694
